age,ast_per_poss,blk_per_poss,def_rtg,drb_per_poss,fg2_pct,fg2_per_poss,fg2a_per_poss,fg3_pct,fg3_per_poss,fg3a_per_poss,fg_pct,fg_per_poss,fga_per_poss,ft_pct,ft_per_poss,fta_per_poss,g,gs,lg_id,mp,name,off_rtg,orb_per_poss,pf_per_poss,pid,pos,pts_per_poss,season,stl_per_poss,team_id,tov_per_poss,trb_per_poss
25,3.9,2.4,103,10.7,.395,6.1,15.5,1.000,0.2,0.2,.402,6.3,15.7,.784,3.8,4.9,27,,ABA,502,Jim Ard,96,4.6,4.2,95,C,16.7,1973-74,1.5,MMT,4.0,15.3
26,2.5,2.0,94,8.8,.335,5.6,16.7,,,,.335,5.6,16.7,.738,3.0,4.1,59,,NBA,719,Jim Ard,,3.7,6.0,95,C,14.2,1974-75,0.8,BOS,,12.5
27,2.5,1.9,95,10.2,.364,5.6,15.5,,,,.364,5.6,15.5,.710,3.7,5.3,81,,NBA,853,Jim Ard,,5.1,7.4,95,C,15.0,1975-76,0.6,BOS,,15.2
28,2.4,1.3,96,10.1,.378,4.4,11.7,,,,.378,4.4,11.7,.645,2.3,3.5,63,,NBA,969,Jim Ard,,3.5,5.9,95,C,11.1,1976-77,0.8,BOS,,13.6
29,3.0,0.0,104,10.2,.471,3.0,6.4,,,,.471,3.0,6.4,.600,1.1,1.9,15,,NBA,125,Jim Ard,74,3.4,7.2,95,C,7.2,1977-78,0.0,TOT,5.3,13.6
29,5.0,0.0,99,15.1,.000,0.0,5.0,,,,.000,0.0,5.0,.500,5.0,10.1,1,,NBA,9,Jim Ard,99,5.0,5.0,95,C,5.0,1977-78,0.0,BOS,0.0,20.1
29,2.9,0.0,104,9.8,.500,3.3,6.5,,,,.500,3.3,6.5,.667,0.8,1.2,14,,NBA,116,Jim Ard,72,3.3,7.3,95,C,7.3,1977-78,0.0,CHI,5.7,13.0
25,3.2,0.5,114,6.0,.460,4.0,8.8,.276,1.4,5.1,.392,5.4,13.9,.583,1.2,2.1,15,1,NBA,279,Jamel Artis,94,0.7,1.9,159,SG,13.5,2017-18,0.4,ORL,1.4,6.7
26,18.9,0.0,103,0.0,.500,6.3,12.6,.333,12.6,37.9,.375,18.9,50.5,1.000,12.6,12.6,3,0,NBA,8,Darrell Armstrong,127,6.3,18.9,103,PG,63.1,1994-95,6.3,ORL,6.3,6.3
27,6.4,0.0,98,2.6,.500,12.8,25.5,.500,7.7,15.3,.500,20.4,40.8,1.000,5.1,5.1,13,0,NBA,41,Darrell Armstrong,104,0.0,5.1,103,PG,53.6,1995-96,7.7,ORL,7.7,2.6
28,9.4,0.5,107,2.2,.470,4.1,8.8,.304,3.0,9.7,.383,7.1,18.6,.868,4.9,5.7,67,0,NBA,1010,Darrell Armstrong,103,1.9,6.1,103,PG,22.1,1996-97,3.3,ORL,5.3,4.1
29,10.5,0.2,105,4.2,.420,5.8,13.9,.368,1.1,3.0,.411,7.0,16.9,.854,4.7,5.5,48,17,NBA,1236,Darrell Armstrong,104,2.9,4.3,103,PG,19.7,1997-98,2.6,ORL,5.0,7.1
30,12.1,0.1,96,4.6,.483,5.8,12.0,.365,2.5,6.8,.441,8.3,18.8,.904,5.8,6.4,50,15,NBA,1502,Darrell Armstrong,110,1.9,3.2,103,PG,24.8,1998-99,3.9,ORL,5.7,6.5
31,9.5,0.2,102,3.9,.485,6.6,13.6,.340,2.6,7.7,.433,9.2,21.3,.911,4.3,4.7,82,82,NBA,2590,Darrell Armstrong,107,1.2,2.6,103,PG,25.3,1999-00,3.2,ORL,4.7,5.1
32,9.8,0.2,103,4.6,.451,5.0,11.2,.355,2.7,7.5,.412,7.7,18.7,.884,4.1,4.6,75,75,NBA,2767,Darrell Armstrong,110,1.8,2.9,103,PG,22.1,2000-01,2.5,ORL,3.7,6.4
33,8.5,0.2,105,4.5,.484,3.9,8.1,.349,2.6,7.5,.419,6.5,15.6,.888,3.4,3.9,82,79,NBA,2730,Darrell Armstrong,112,1.6,3.1,103,PG,19.1,2001-02,3.0,ORL,3.3,6.0
34,7.1,0.3,104,4.5,.450,4.1,9.0,.336,1.7,5.1,.409,5.8,14.1,.878,3.6,4.1,82,23,NBA,2350,Darrell Armstrong,106,2.0,3.7,103,PG,16.9,2002-03,3.0,ORL,3.5,6.5
35,7.5,0.4,102,3.9,.508,3.7,7.4,.315,3.2,10.3,.395,7.0,17.6,.854,2.9,3.5,79,22,NBA,2247,Darrell Armstrong,105,1.5,3.5,103,PG,20.1,2003-04,3.2,NOH,3.7,5.4
36,9.5,0.4,106,4.3,.367,3.3,8.9,.252,1.5,6.0,.321,4.8,14.9,.853,3.1,3.6,66,16,NBA,988,Darrell Armstrong,96,1.9,4.9,103,PG,14.2,2004-05,2.4,TOT,3.6,6.2
36,8.6,0.3,109,4.3,.404,4.8,11.8,.243,2.3,9.3,.333,7.1,21.2,.905,2.5,2.8,14,9,NBA,412,Darrell Armstrong,92,2.1,4.0,103,PG,18.9,2004-05,2.0,NOH,3.7,6.4
36,10.2,0.5,105,4.3,.325,2.2,6.9,.268,1.0,3.7,.305,3.2,10.6,.830,3.5,4.2,52,7,NBA,576,Darrell Armstrong,100,1.7,5.6,103,PG,11.0,2004-05,2.7,DAL,3.5,6.0
37,7.6,0.3,105,5.5,.400,2.8,7.0,.229,1.0,4.2,.336,3.8,11.3,.786,2.9,3.7,62,2,NBA,622,Darrell Armstrong,87,1.6,6.2,103,PG,11.4,2005-06,2.4,DAL,5.1,7.1
38,7.8,0.2,105,4.1,.515,3.4,6.6,.336,2.9,8.7,.414,6.4,15.4,.785,3.0,3.8,81,4,NBA,1275,Darrell Armstrong,110,1.4,4.2,103,PG,18.6,2006-07,2.9,IND,3.1,5.5
39,7.0,0.2,109,4.8,.415,1.6,3.9,.333,2.2,6.6,.364,3.8,10.5,.667,1.9,2.9,50,2,NBA,549,Darrell Armstrong,95,1.6,5.1,103,PG,11.8,2007-08,2.7,NJN,3.9,6.4
22,1.7,0.5,111,8.4,.509,4.2,8.3,.211,0.6,3.0,.431,4.8,11.2,.652,2.3,3.6,16,3,NBA,309,Chandler Hutchison,92,1.6,4.4,864,SF,12.6,2018-19,1.7,CHI,2.3,10.0
19,2.4,2.6,110,9.4,.536,10.1,18.8,.000,0.0,0.2,.529,10.1,19.0,.653,2.6,3.9,38,11,NBA,609,Ivica Zubac,108,3.3,5.3,884,C,22.7,2016-17,1.1,LAL,2.4,12.7
20,2.9,1.8,107,9.1,.504,7.1,14.1,.000,0.0,0.1,.500,7.1,14.2,.765,4.6,6.0,43,0,NBA,410,Ivica Zubac,111,5.3,5.5,884,C,18.8,2017-18,0.9,LAL,3.0,14.4
21,2.3,1.2,109,11.5,.417,5.8,13.8,,0.0,0.0,.417,5.8,13.8,1.000,4.6,4.6,5,0,NBA,40,Ivica Zubac,113,10.4,13.8,884,C,16.1,2018-19,1.2,LAL,3.5,21.9
21,1.1,3.0,111,8.2,.731,11.2,15.3,,0.0,0.0,.731,11.2,15.3,.724,4.8,6.6,32,2,NBA,214,Ante Zizic,137,5.5,6.9,883,C,27.2,2017-18,0.5,CLE,2.5,13.7
22,2.5,0.5,114,10.8,.556,7.4,13.2,,0.0,0.0,.556,7.4,13.2,.667,5.9,8.8,12,0,NBA,100,Ante Zizic,100,5.9,7.8,883,C,20.6,2018-19,0.5,CLE,6.4,16.7
22,2.2,1.0,109,6.6,.451,3.3,7.3,.333,2.0,5.9,.398,5.3,13.2,.775,1.9,2.4,44,18,NBA,843,Paul Zipser,96,0.9,4.7,882,SF,14.3,2016-17,0.9,CHI,2.4,7.5
23,2.7,0.9,112,7.0,.355,2.6,7.3,.336,2.2,6.5,.346,4.8,13.9,.760,1.1,1.5,54,12,NBA,824,Paul Zipser,84,0.8,5.1,882,SF,12.9,2017-18,1.2,CHI,2.5,7.8
20,1.8,2.3,108,11.0,.323,4.6,14.2,,0.0,0.0,.323,4.6,14.2,.600,1.4,2.3,19,0,NBA,108,Stephen Zimmerman,86,5.0,7.8,881,C,10.6,2016-17,0.9,ORL,1.4,16.1
21,3.4,1.5,102,8.6,.427,6.3,14.8,.000,0.0,0.0,.426,6.3,14.8,.730,5.4,7.3,82,3,NBA,1416,Cody Zeller,101,4.3,6.2,879,C,18.0,2013-14,1.5,CHA,3.2,12.9
22,3.5,1.7,102,9.2,.460,5.9,12.9,1.000,0.0,0.0,.461,6.0,13.0,.774,4.4,5.7,62,45,NBA,1487,Cody Zeller,108,3.4,5.4,879,C,16.4,2014-15,1.2,CHO,2.2,12.6
23,2.0,1.8,102,9.0,.539,6.5,12.1,.100,0.0,0.3,.529,6.5,12.4,.754,4.9,6.6,73,60,NBA,1774,Cody Zeller,119,3.9,5.8,879,C,18.0,2015-16,1.6,CHO,1.9,12.9
24,2.9,1.7,107,7.9,.572,7.4,12.9,.000,0.0,0.0,.571,7.4,12.9,.679,3.9,5.7,62,58,NBA,1725,Cody Zeller,121,3.9,5.5,879,C,18.6,2016-17,1.8,CHO,1.9,11.8
25,2.4,1.6,108,8.6,.542,6.5,11.9,.667,0.2,0.2,.545,6.6,12.1,.718,4.7,6.6,33,0,NBA,627,Cody Zeller,119,5.2,6.3,879,C,18.1,2017-18,1.1,CHO,2.6,13.8
26,3.7,1.3,108,7.5,.596,7.1,11.9,.200,0.1,0.7,.574,7.2,12.6,.909,4.0,4.4,15,15,NBA,358,Cody Zeller,127,3.6,6.8,879,C,18.6,2018-19,1.3,CHO,2.1,11.1
23,2.5,1.8,110,7.1,.441,6.3,14.2,.000,0.0,0.1,.438,6.3,14.3,.764,3.1,4.0,77,55,NBA,2033,Tyler Zeller,102,4.1,6.4,880,C,15.6,2012-13,0.9,CLE,2.4,11.2
24,1.8,1.9,107,8.8,.540,7.7,14.2,.000,0.0,0.0,.538,7.7,14.3,.719,4.3,5.9,70,9,NBA,1049,Tyler Zeller,112,5.1,6.7,880,C,19.6,2013-14,0.9,CLE,2.9,13.9
25,3.3,1.5,105,9.2,.549,9.8,17.9,,0.0,0.0,.549,9.8,17.9,.823,4.4,5.4,82,59,NBA,1731,Tyler Zeller,119,4.2,5.9,880,C,24.1,2014-15,0.5,BOS,2.2,13.5
26,2.0,1.5,105,8.0,.476,9.5,19.9,,0.0,0.0,.476,9.5,19.9,.815,6.0,7.4,60,3,NBA,710,Tyler Zeller,106,4.3,6.7,880,C,25.0,2015-16,0.7,BOS,3.2,12.2
27,4.0,2.0,109,7.7,.497,7.4,14.8,.000,0.0,0.1,.494,7.4,14.9,.564,2.1,3.7,51,5,NBA,525,Tyler Zeller,109,4.1,5.8,880,C,16.8,2016-17,0.7,BOS,1.9,11.7
28,2.1,1.5,111,8.6,.578,7.8,13.5,.357,0.4,1.2,.560,8.3,14.8,.722,2.5,3.5,66,34,NBA,1109,Tyler Zeller,118,4.9,5.6,880,C,19.5,2017-18,0.7,TOT,2.1,13.5
28,1.9,1.5,111,9.0,.567,7.9,14.0,.385,0.7,1.8,.546,8.6,15.8,.667,2.8,4.1,42,33,NBA,703,Tyler Zeller,113,4.4,5.4,880,C,20.7,2017-18,0.6,BRK,2.4,13.4
28,2.3,1.7,111,7.9,.602,7.6,12.7,.000,0.0,0.2,.590,7.6,12.9,.895,2.1,2.3,24,1,NBA,406,Tyler Zeller,130,5.8,5.9,880,C,17.3,2017-18,0.9,MIL,1.5,13.6
29,1.5,4.5,101,7.6,.200,1.5,7.6,,0.0,0.0,.200,1.5,7.6,,0.0,0.0,7,0,NBA,30,Jim Zoet,46,4.5,13.6,876,C,3.0,1982-83,1.5,DET,6.0,12.1
22,0.9,0.4,114,6.7,.423,6.2,14.6,,0.0,0.0,.423,6.2,14.6,.763,4.2,5.5,71,21,NBA,888,George Zidek,102,4.1,10.0,874,C,16.6,1995-96,0.5,CHH,2.2,10.8
23,2.0,0.4,111,7.3,.422,7.0,16.6,.000,0.0,0.3,.415,7.0,16.8,.789,6.4,8.1,52,2,NBA,376,George Zidek,100,5.0,8.7,874,C,20.4,1996-97,0.7,TOT,3.9,12.3
23,1.7,0.6,110,7.2,.398,6.2,15.6,.000,0.0,0.4,.388,6.2,16.0,.781,4.7,6.0,36,2,NBA,288,George Zidek,90,4.7,8.3,874,C,17.1,1996-97,0.8,CHH,4.3,11.9
23,3.0,0.0,113,7.7,.485,9.4,19.5,,0.0,0.0,.485,9.4,19.5,.800,11.8,14.8,16,0,NBA,88,George Zidek,125,5.9,10.0,874,C,30.7,1996-97,0.6,DEN,2.4,13.6
24,1.7,1.7,109,10.9,.222,5.0,22.6,.500,0.8,1.7,.241,5.9,24.2,.875,11.7,13.4,12,0,NBA,64,George Zidek,89,3.3,8.4,874,C,24.2,1997-98,0.0,TOT,3.3,14.2
24,1.3,2.5,110,11.5,.267,5.1,19.1,,0.0,0.0,.267,5.1,19.1,.833,12.7,15.3,6,0,NBA,42,George Zidek,95,5.1,6.4,874,C,22.9,1997-98,0.0,DEN,3.8,16.6
24,2.4,0.0,106,9.7,.167,4.9,29.2,.500,2.4,4.9,.214,7.3,34.0,1.000,9.7,9.7,6,0,NBA,22,George Zidek,79,0.0,12.1,874,C,26.7,1997-98,0.0,SEA,2.4,9.7
24,11.7,0.0,108,5.0,.667,3.3,5.0,,0.0,0.0,.667,3.3,5.0,,0.0,0.0,2,0,NBA,32,Derrick Zimmerman,88,1.7,6.7,875,PG,6.7,2005-06,0.0,NJN,6.7,6.7
23,0.0,0.0,106,8.1,.471,10.8,23.0,.000,0.0,2.7,.421,10.8,25.7,.800,10.8,13.6,5,0,NBA,38,Wang Zhizhi,106,1.4,10.8,873,C,32.5,2000-01,0.0,DAL,1.4,9.5
24,1.9,1.6,107,7.9,.462,5.3,11.4,.414,4.1,10.0,.440,9.4,21.4,.737,3.6,4.9,55,0,NBA,600,Wang Zhizhi,110,1.6,7.2,873,C,26.5,2001-02,0.9,DAL,2.2,9.6
25,1.3,1.3,108,6.5,.400,5.9,14.7,.340,2.0,6.0,.383,7.9,20.7,.724,5.4,7.4,41,1,NBA,412,Wang Zhizhi,94,3.3,5.2,873,C,23.2,2002-03,1.0,LAC,4.0,9.8
26,1.0,2.4,101,6.7,.406,6.2,15.3,.286,1.9,6.7,.370,8.1,22.0,.900,4.3,4.8,16,0,NBA,114,Wang Zhizhi,92,1.9,6.2,873,C,22.4,2003-04,1.4,TOT,2.9,8.6
26,0.0,5.9,96,23.5,.000,0.0,5.9,,0.0,0.0,.000,0.0,5.9,1.000,23.5,23.5,2,0,NBA,9,Wang Zhizhi,174,0.0,0.0,873,C,23.5,2003-04,0.0,LAC,0.0,23.5
26,1.0,2.1,102,5.2,.419,6.8,16.1,.286,2.1,7.3,.378,8.8,23.4,.833,2.6,3.1,14,0,NBA,105,Wang Zhizhi,88,2.1,6.8,873,C,22.3,2003-04,1.6,MIA,3.1,7.3
27,2.9,1.1,103,6.9,.455,8.6,19.0,.667,1.1,1.7,.472,9.8,20.7,.583,4.0,6.9,20,0,NBA,92,Wang Zhizhi,104,3.4,5.2,873,C,24.7,2004-05,1.7,MIA,2.9,10.3
23,2.4,0.8,110,7.1,.556,11.9,21.4,,0.0,0.0,.556,11.9,21.4,.000,0.0,1.6,8,0,NBA,58,Phil Zevenbergen,100,3.2,9.5,872,C,23.8,1987-88,2.4,SAS,3.2,10.3
22,0.8,2.3,100,8.6,.286,4.7,16.4,,0.0,0.0,.286,4.7,16.4,1.000,1.6,1.6,8,,NBA,59,Tony Zeno,55,2.3,10.1,871,SF,10.9,1979-80,3.1,IND,7.0,10.9
25,2.7,0.0,112,8.0,.381,7.1,18.6,.200,0.9,4.4,.346,8.0,23.0,,0.0,0.0,16,0,NBA,58,Luke Zeller,86,0.9,4.4,870,C,16.8,2012-13,0.0,PHO,0.0,8.9
23,0.0,7.2,107,7.2,.600,21.7,36.1,,0.0,0.0,.600,21.7,36.1,,0.0,0.0,4,0,NBA,7,Vince Hunter,104,14.4,0.0,863,PF,43.3,2017-18,0.0,MEM,7.2,21.7
24,0.0,1.8,107,7.2,.167,0.9,5.4,.667,3.6,5.4,.417,4.5,10.8,.000,0.0,3.6,5,0,NBA,55,Josh Huestis,87,1.8,2.7,861,PF,12.6,2015-16,0.9,OKC,2.7,9.0
25,4.7,4.7,106,7.9,.571,6.3,11.1,.500,3.2,6.3,.545,9.5,17.4,.000,0.0,1.6,2,0,NBA,31,Josh Huestis,143,6.3,0.0,861,PF,22.2,2016-17,0.0,OKC,0.0,14.2
26,1.0,2.2,109,6.0,.403,1.4,3.4,.287,1.7,5.8,.330,3.0,9.2,.300,0.3,1.0,69,10,NBA,982,Josh Huestis,91,2.1,4.1,861,PF,8.0,2017-18,0.8,OKC,1.3,8.1
20,3.8,0.6,113,6.6,.378,2.2,5.9,.341,2.2,6.6,.359,4.5,12.5,.700,1.1,1.6,15,2,NBA,285,Kevin Huerter,94,1.3,2.9,860,SG,12.3,2018-19,1.6,ATL,2.1,7.8
22,2.0,0.6,104,5.4,.486,2.6,5.4,.302,2.9,9.7,.367,5.6,15.2,.857,0.9,1.1,36,0,NBA,315,R.J. Hunter,94,0.3,4.5,862,SG,15.0,2015-16,2.2,BOS,1.7,5.7
23,0.0,0.0,113,5.6,,0.0,0.0,.000,0.0,5.6,.000,0.0,5.6,,0.0,0.0,3,0,NBA,9,R.J. Hunter,0,0.0,0.0,862,SG,0.0,2016-17,0.0,CHI,0.0,5.6
24,3.3,0.0,105,5.5,.667,4.4,6.6,.214,3.3,15.3,.350,7.7,21.9,1.000,2.2,2.2,5,1,NBA,45,R.J. Hunter,92,0.0,7.7,862,SG,20.8,2017-18,3.3,HOU,2.2,5.5
32,10.5,0.4,114,4.2,.479,4.7,9.8,.262,0.9,3.5,.422,5.6,13.3,.931,1.6,1.7,53,0,NBA,869,Marcelo Huertas,95,1.0,4.4,859,PG,13.7,2015-16,1.5,LAL,4.6,5.2
33,10.7,0.4,114,4.5,.429,4.3,10.1,.211,0.8,3.9,.368,5.1,14.0,.529,1.9,3.5,23,1,NBA,237,Marcelo Huertas,92,0.4,3.3,859,PG,13.0,2016-17,2.1,LAL,3.9,4.9
23,0.0,0.0,89,49.3,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1,Danuel House,,0.0,0.0,857,SG,0.0,2016-17,0.0,WAS,0.0,49.3
24,3.0,0.7,114,7.5,.577,4.9,8.4,.259,1.8,6.9,.434,6.7,15.3,.806,3.0,3.7,23,3,NBA,403,Danuel House,111,1.5,2.7,857,SG,18.1,2017-18,0.8,PHO,1.3,9.0
19,1.4,2.6,104,10.2,.521,6.7,12.8,.000,0.0,0.0,.520,6.7,12.8,.671,5.3,7.8,82,82,NBA,2670,Dwight Howard,111,5.4,4.4,858,PF,18.6,2004-05,1.5,ORL,3.1,15.6
20,2.2,2.1,103,13.2,.532,8.4,15.8,.000,0.0,0.0,.531,8.4,15.9,.595,6.4,10.8,82,81,NBA,3021,Dwight Howard,108,5.2,5.0,858,PF,23.2,2005-06,1.2,ORL,3.9,18.4
21,2.8,2.8,99,12.8,.603,9.3,15.4,.500,0.0,0.0,.603,9.3,15.4,.586,6.9,11.8,82,82,NBA,3023,Dwight Howard,107,5.0,4.3,858,C,25.5,2006-07,1.2,ORL,5.6,17.8
22,1.8,2.9,99,14.7,.601,9.7,16.1,.000,0.0,0.1,.599,9.7,16.2,.590,8.8,14.9,82,82,NBA,3088,Dwight Howard,113,4.6,4.6,858,C,28.2,2007-08,1.2,ORL,4.4,19.3
23,2.1,4.3,95,13.9,.573,10.3,18.0,.000,0.0,0.0,.572,10.3,18.0,.594,9.3,15.6,79,79,NBA,2821,Dwight Howard,113,6.2,5.0,858,C,29.9,2008-09,1.4,ORL,4.4,20.1
24,2.6,4.2,95,14.6,.617,9.4,15.2,.000,0.0,0.1,.612,9.4,15.3,.592,8.9,15.0,82,82,NBA,2843,Dwight Howard,113,5.2,5.3,858,C,27.6,2009-10,1.4,ORL,5.0,19.8
25,1.9,3.3,94,14.1,.597,11.1,18.6,.000,0.0,0.1,.593,11.1,18.7,.596,9.8,16.4,78,78,NBA,2935,Dwight Howard,113,5.5,4.6,858,C,32.0,2010-11,1.9,ORL,5.0,19.7
26,2.7,3.0,96,15.2,.579,10.8,18.7,.000,0.0,0.2,.573,10.8,18.9,.491,7.3,14.9,54,54,NBA,2070,Dwight Howard,106,5.2,4.1,858,C,29.0,2011-12,2.1,ORL,4.6,20.4
27,2.0,3.5,100,13.0,.581,8.8,15.1,.167,0.0,0.1,.578,8.8,15.2,.492,6.6,13.5,76,76,NBA,2722,Dwight Howard,105,4.7,5.4,858,C,24.2,2012-13,1.6,LAL,4.2,17.6
28,2.7,2.7,101,13.2,.594,9.8,16.5,.286,0.0,0.1,.591,9.8,16.6,.547,7.3,13.3,71,71,NBA,2396,Dwight Howard,109,4.8,5.0,858,C,27.0,2013-14,1.2,HOU,4.8,18.0
29,2.0,2.2,100,13.0,.594,10.2,17.1,.500,0.0,0.1,.593,10.2,17.2,.528,5.8,11.0,41,41,NBA,1223,Dwight Howard,105,4.5,5.6,858,C,26.3,2014-15,1.1,HOU,4.7,17.5
30,2.1,2.4,104,12.9,.626,8.0,12.8,.000,0.0,0.1,.620,8.0,12.9,.489,5.0,10.2,71,71,NBA,2280,Dwight Howard,111,5.1,4.7,858,C,21.0,2015-16,1.5,HOU,3.6,18.0
31,2.3,2.1,100,14.4,.635,8.7,13.7,.000,0.0,0.0,.633,8.7,13.7,.533,5.1,9.5,74,74,NBA,2199,Dwight Howard,115,6.6,4.6,858,C,22.5,2016-17,1.4,ATL,3.8,21.1
32,2.1,2.6,104,15.0,.559,10.0,17.9,.143,0.0,0.1,.555,10.0,18.0,.574,6.6,11.5,81,81,NBA,2463,Dwight Howard,108,5.0,4.9,858,C,26.7,2017-18,1.0,CHO,4.1,20.0
33,0.9,0.9,111,11.9,.627,8.9,14.3,,0.0,0.0,.627,8.9,14.3,.630,6.2,9.8,8,8,NBA,222,Dwight Howard,121,5.1,6.6,858,C,24.1,2018-19,1.5,WAS,2.8,17.0
24,7.4,0.0,100,0.0,.000,0.0,14.7,.000,0.0,14.7,.000,0.0,29.5,.500,7.4,14.7,2,0,NBA,7,Scotty Hopson,37,0.0,0.0,855,SG,7.4,2013-14,7.4,CLE,0.0,0.0
28,6.3,0.0,118,0.0,.000,0.0,6.3,,0.0,0.0,.000,0.0,6.3,.500,6.3,12.5,1,0,NBA,8,Scotty Hopson,53,0.0,0.0,855,SG,6.3,2017-18,0.0,DAL,6.3,0.0
21,2.6,1.6,106,11.1,.502,6.9,13.8,.000,0.0,0.1,.499,6.9,13.9,.731,3.2,4.4,81,77,NBA,2540,Al Horford,108,5.1,5.5,856,C,17.0,2007-08,1.2,ATL,2.8,16.3
22,3.9,2.3,104,11.4,.526,7.5,14.2,.000,0.0,0.0,.525,7.5,14.2,.727,3.6,4.9,67,67,NBA,2242,Al Horford,114,3.5,4.5,856,C,18.5,2008-09,1.3,ATL,2.5,14.9
23,3.5,1.7,105,10.5,.551,8.7,15.8,1.000,0.0,0.0,.551,8.7,15.9,.789,4.0,5.1,81,81,NBA,2845,Al Horford,121,4.4,4.2,856,C,21.5,2009-10,1.1,ATL,2.3,15.0
24,5.3,1.6,105,10.7,.557,10.2,18.2,.500,0.0,0.1,.557,10.2,18.3,.798,3.0,3.7,77,77,NBA,2704,Al Horford,118,3.6,3.8,856,C,23.4,2010-11,1.2,ATL,2.4,14.3
25,3.7,2.1,100,7.8,.559,8.7,15.6,.000,0.0,0.2,.553,8.7,15.7,.733,3.4,4.6,11,11,NBA,348,Al Horford,116,4.0,3.2,856,C,20.8,2011-12,1.5,ATL,2.4,11.8
26,4.5,1.5,102,10.6,.544,10.8,19.8,.500,0.1,0.1,.543,10.8,19.9,.644,2.5,3.9,74,74,NBA,2756,Al Horford,110,3.7,3.1,856,C,24.2,2012-13,1.5,ATL,2.8,14.2
27,4.0,2.3,104,9.4,.572,12.4,21.7,.364,0.2,0.6,.567,12.6,22.2,.682,3.1,4.5,29,29,NBA,958,Al Horford,109,3.5,3.0,856,C,28.5,2013-14,1.4,ATL,3.4,12.9
28,5.4,2.2,102,9.1,.547,11.2,20.5,.306,0.2,0.8,.538,11.4,21.3,.759,2.4,3.1,76,76,NBA,2318,Al Horford,114,2.9,2.7,856,C,25.5,2014-15,1.5,ATL,2.2,12.0
29,4.9,2.3,101,8.4,.557,8.3,14.9,.344,1.7,4.8,.505,9.9,19.7,.798,1.9,2.4,82,82,NBA,2631,Al Horford,113,2.8,3.1,856,C,23.5,2015-16,1.3,ATL,2.0,11.2
30,7.6,1.9,107,8.4,.524,6.6,12.6,.355,1.9,5.5,.473,8.6,18.1,.800,2.4,3.1,68,68,NBA,2193,Al Horford,114,2.1,3.1,856,C,21.5,2016-17,1.2,BOS,2.6,10.5
31,7.4,1.7,103,9.4,.514,5.9,11.6,.429,2.1,5.0,.489,8.1,16.5,.783,2.1,2.6,72,72,NBA,2277,Al Horford,115,2.3,3.0,856,C,20.3,2017-18,0.9,BOS,2.9,11.6
32,5.8,2.7,101,7.9,.573,5.7,9.9,.303,2.1,6.8,.463,7.8,16.8,.636,1.4,2.3,16,16,NBA,470,Al Horford,109,2.8,2.8,856,C,19.0,2018-19,1.2,BOS,2.6,10.7
22,4.1,0.6,107,5.4,.456,4.6,10.2,.365,3.1,8.5,.414,7.7,18.7,.763,3.0,4.0,50,21,NBA,1064,Rodney Hood,108,0.4,5.9,854,SG,21.6,2014-15,1.5,UTA,2.2,5.8
23,4.4,0.3,107,4.8,.472,5.1,10.9,.359,3.3,9.3,.420,8.5,20.2,.860,3.6,4.2,79,79,NBA,2541,Rodney Hood,109,0.8,4.2,854,SG,23.9,2015-16,1.5,UTA,2.6,5.5
24,3.2,0.4,107,6.1,.440,5.2,11.8,.371,3.8,10.1,.408,9.0,21.9,.783,3.0,3.8,59,55,NBA,1593,Rodney Hood,104,0.5,4.3,854,SG,24.6,2016-17,1.3,UTA,2.1,6.6
25,2.9,0.4,110,4.4,.467,6.0,12.9,.381,3.9,10.3,.429,9.9,23.1,.860,3.4,4.0,60,23,NBA,1616,Rodney Hood,106,0.7,3.2,854,SG,27.2,2017-18,1.4,TOT,2.2,5.1
25,3.0,0.3,107,4.5,.455,6.1,13.4,.389,4.7,12.1,.424,10.8,25.5,.876,3.9,4.5,39,12,NBA,1084,Rodney Hood,104,0.6,3.0,854,SG,30.3,2017-18,1.4,UTA,2.9,5.1
25,2.8,0.5,114,4.2,.492,5.8,11.8,.352,2.3,6.5,.442,8.1,18.3,.813,2.4,2.9,21,11,NBA,532,Rodney Hood,111,0.7,3.8,854,SG,20.9,2017-18,1.4,CLE,0.6,5.0
26,4.1,0.1,116,4.3,.460,6.9,14.9,.400,1.8,4.6,.446,8.7,19.5,.946,4.6,4.9,14,14,NBA,372,Rodney Hood,118,0.5,4.9,854,SG,23.8,2018-19,1.3,CLE,1.3,4.9
22,2.3,2.8,109,5.1,.596,7.4,12.4,.182,0.6,3.1,.514,8.0,15.5,.689,3.6,5.2,51,1,NBA,702,Richaun Holmes,111,4.3,6.4,853,PF,20.0,2015-16,1.3,PHI,2.2,9.4
23,2.4,2.2,106,8.9,.606,8.3,13.7,.351,1.1,3.1,.558,9.4,16.8,.699,2.9,4.2,57,17,NBA,1193,Richaun Holmes,117,3.8,5.6,853,C,22.8,2016-17,1.7,PHI,2.2,12.7
24,3.9,1.9,103,9.9,.624,8.4,13.5,.129,0.3,2.0,.560,8.7,15.5,.661,2.4,3.6,48,2,NBA,746,Richaun Holmes,121,3.7,6.3,853,C,20.1,2017-18,1.3,PHI,1.6,13.6
